1463389,238964.9164194654
1463389,77724.91531370924
1463390,766.8394700628523
1463391,311.1527429933578
1463391,234.98967588525537
1463392,107.40761545867629
1463392,84.5553757591652
1463392,67.3074045209834
1463389,15329.72385652649
1463389,8324.760989925455
1463390,4949.667177221165
1463390,3167.377453600087
1463390,2136.185282595738
1463390,1488.9123661767046
1463391,561.6862757482673
1463391,415.9013814498223
1463391,179.13213611129908
1463391,137.95529397511436
1463389,31805.8848031198
1463390,1060.1709407798915
